idade_pessoa,renda_pessoa,propriedade_casa_pessoa,tempo_emprego_pessoa,intencao_emprestimo,grau_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,percentual_renda_emprestimo,inadimplente_pessoa,grau_emprestimo_encoded
23.0,55000.0,Mortgage,7.0,Medical,A,8000.0,7.49,0.0,0.15,N,0.0
28.0,72000.0,Rent,2.0,Medical,B,7000.0,11.49,0.0,0.1,N,1.0
23.0,62000.0,Rent,7.0,Venture,A,16000.0,7.49,0.0,0.26,N,0.0
22.0,27000.0,Rent,5.0,Debtconsolidation,B,2925.0,10.71,0.0,0.11,N,1.0
23.0,77000.0,Mortgage,7.0,Education,A,10000.0,7.88,0.0,0.13,N,0.0
32.0,56784.0,Own,3.0,Medical,D,12000.0,14.96,0.0,0.21,Y,3.0
42.0,44000.0,Rent,0.0,Education,C,8400.0,13.57,1.0,0.19,Y,2.0
26.0,95000.0,Rent,4.0,Debtconsolidation,A,4800.0,7.924052760704217,0.0,0.05,N,0.0
24.0,66000.0,Rent,3.0,Education,B,25000.0,9.91,1.0,0.38,N,1.0
31.0,18996.0,Own,6.0,Homeimprovement,C,7000.0,12.951461046675027,1.0,0.37,N,2.0
26.0,125000.0,Rent,6.0,Venture,A,10000.0,7.49,0.0,0.08,N,0.0
33.0,21600.0,Rent,2.0,Education,C,6500.0,12.947569661757328,0.0,0.3,N,2.0
24.0,29000.0,Rent,1.0,Venture,B,10000.0,10.74,1.0,0.34,N,1.0
36.0,30000.0,Rent,14.0,Medical,B,3000.0,10.38,0.0,0.1,N,1.0
40.0,32000.0,Rent,2.0,Debtconsolidation,D,8000.0,14.96,1.0,0.25,Y,3.0
22.0,60000.0,Rent,2.0,Debtconsolidation,C,8000.0,13.49,0.0,0.13,N,2.0
29.0,55400.0,Rent,2.0,Homeimprovement,C,7000.0,10.28,0.0,0.13,Y,2.0
29.0,32000.0,Rent,1.0,Personal,D,5000.0,14.84,1.0,0.16,N,3.0
22.0,30000.0,Rent,4.0,Education,B,10000.0,11.86,1.0,0.33,N,1.0
28.0,72000.0,Mortgage,8.0,Personal,D,7500.0,6.0,0.0,0.1,N,3.0
21.0,38400.0,Own,0.0,Venture,C,12200.0,12.991931449819084,0.0,0.32,Y,2.0
23.0,132000.0,Mortgage,5.0,Personal,A,15000.0,6.99,0.0,0.11,N,0.0
28.0,87600.0,Own,12.0,Venture,C,12000.0,12.99,0.0,0.14,N,2.0
24.0,110000.0,Mortgage,0.0,Education,A,5000.0,6.03,0.0,0.05,N,0.0
30.0,35000.0,Rent,8.0,Medical,A,6000.0,7.9,0.0,0.17,N,0.0
24.0,73399.0,Rent,0.0,Venture,D,27000.0,15.612259539549413,1.0,0.37,N,3.0
44.0,85280.0,Mortgage,4.0,Personal,B,7000.0,10.62,0.0,0.08,N,1.0
24.0,73000.0,Rent,1.0,Debtconsolidation,B,5000.0,9.01,0.0,0.07,N,1.0
25.0,54000.0,Mortgage,1.0,Education,A,6000.0,6.17,0.0,0.11,N,0.0
26.0,56004.0,Mortgage,3.0,Education,A,13000.0,8.59,0.0,0.23,N,0.0
26.0,37000.0,Mortgage,7.0,Education,B,8400.0,10.99,0.0,0.23,N,1.0
35.0,25000.0,Rent,0.0,Venture,D,3000.0,15.33,1.0,0.12,N,3.0
29.0,45600.0,Mortgage,3.0,Education,C,4750.0,12.933949814545386,0.0,0.1,N,2.0
27.0,60000.0,Mortgage,2.0,Debtconsolidation,B,15000.0,11.86,0.0,0.25,N,1.0
31.0,73100.0,Mortgage,0.0,Medical,E,16000.0,18.03179216752653,1.0,0.19,Y,4.0
22.0,36000.0,Mortgage,2.0,Venture,B,7750.0,9.99,0.0,0.22,N,1.0
31.0,180000.0,Mortgage,5.0,Venture,C,9000.0,14.27,0.0,0.05,Y,2.0
21.0,30000.0,Mortgage,5.0,Personal,A,7600.0,6.03,0.0,0.25,N,0.0
25.0,108000.0,Mortgage,0.0,Homeimprovement,B,21000.0,11.71,0.0,0.19,N,1.0
23.0,41000.0,Mortgage,7.0,Education,A,6000.0,6.03,0.0,0.15,N,0.0
29.0,40000.0,Rent,3.0,Medical,B,14150.0,12.69,1.0,0.35,N,1.0
24.0,30000.0,Mortgage,0.0,Venture,C,6000.0,13.22,0.0,0.2,N,2.0
23.0,114000.0,Mortgage,7.0,Education,C,8000.0,12.68,0.0,0.07,N,2.0
28.0,40500.0,Mortgage,0.0,Venture,C,12000.0,12.23,0.0,0.3,Y,2.0
37.0,44000.0,Rent,12.0,Venture,C,3500.0,13.61,0.0,0.08,N,2.0
26.0,115600.0,Mortgage,4.0,Venture,A,9925.0,7.29,0.0,0.09,N,0.0
35.0,130000.0,Rent,17.0,Education,B,12000.0,10.75,0.0,0.09,N,1.0
22.0,42000.0,Rent,1.0,Personal,D,20000.0,12.99,1.0,0.48,N,3.0
23.0,17004.0,Rent,3.0,Medical,A,5000.0,6.54,1.0,0.29,N,0.0
23.0,63189.0,Mortgage,7.0,Venture,B,8000.0,10.74,0.0,0.13,N,1.0
24.0,60629.0,Rent,7.0,Homeimprovement,A,10000.0,7.51,0.0,0.16,N,0.0
33.0,74400.0,Rent,15.0,Debtconsolidation,C,3600.0,15.27,0.0,0.05,N,2.0
33.0,144000.0,Mortgage,1.0,Medical,A,5000.0,8.9,0.0,0.03,N,0.0
27.0,42000.0,Own,3.0,Personal,B,8500.0,10.38,0.0,0.2,N,1.0
23.0,60000.0,Mortgage,5.0,Education,A,8850.0,6.99,0.0,0.15,N,0.0
28.0,16800.0,Own,5.0,Education,B,5000.0,9.88,1.0,0.3,N,1.0
23.0,44064.0,Rent,0.0,Education,B,9500.0,11.26,0.0,0.22,N,1.0
21.0,49000.0,Rent,5.0,Venture,A,12500.0,7.49,0.0,0.26,N,0.0
27.0,50000.0,Rent,5.0,Venture,A,8000.0,7.14,0.0,0.16,N,0.0
23.0,65000.0,Mortgage,4.0,Debtconsolidation,A,5400.0,8.9,0.0,0.08,N,0.0
24.0,69600.0,Rent,2.0,Personal,A,10000.0,8.38,0.0,0.14,N,0.0
30.0,65000.0,Own,1.0,Homeimprovement,D,1800.0,16.49,0.0,0.03,N,3.0
58.0,72000.0,Rent,5.0,Education,B,4500.0,10.426861025920067,0.0,0.06,N,1.0
28.0,24996.0,Mortgage,6.0,Personal,A,6000.0,5.99,0.0,0.24,N,0.0
27.0,40000.0,Rent,11.0,Medical,A,20000.0,6.91,1.0,0.5,N,0.0
29.0,34000.0,Rent,6.0,Debtconsolidation,D,8000.0,16.77,1.0,0.24,Y,3.0
23.0,39996.0,Rent,2.0,Education,B,18000.0,9.25,1.0,0.45,N,1.0
51.0,84000.0,Rent,7.0,Homeimprovement,A,12000.0,7.49,0.0,0.14,N,0.0
25.0,35000.0,Mortgage,9.0,Debtconsolidation,A,7000.0,7.941174854342087,0.0,0.2,N,0.0
26.0,49200.0,Rent,7.0,Medical,D,6000.0,16.49,1.0,0.12,Y,3.0
25.0,77700.0,Rent,2.0,Homeimprovement,B,14000.0,10.99,0.0,0.18,N,1.0
28.0,216000.0,Mortgage,12.0,Venture,D,15000.0,16.02,0.0,0.07,Y,3.0
25.0,16200.0,Rent,2.0,Medical,A,1500.0,6.91,0.0,0.09,N,0.0
26.0,64000.0,Rent,3.0,Medical,B,2500.0,10.99,0.0,0.04,N,1.0
28.0,17004.0,Rent,4.0,Homeimprovement,A,3500.0,7.68,1.0,0.21,N,0.0
26.0,85000.0,Mortgage,1.0,Homeimprovement,C,15000.0,12.73,0.0,0.18,Y,2.0
27.0,63000.0,Mortgage,9.0,Debtconsolidation,B,4500.0,8.88,0.0,0.07,N,1.0
23.0,43600.0,Mortgage,5.0,Debtconsolidation,B,25000.0,10.586407807545681,1.0,0.57,N,1.0
26.0,300000.0,Own,9.0,Homeimprovement,B,10000.0,10.38,0.0,0.03,N,1.0
26.0,37850.0,Rent,1.0,Personal,B,6400.0,9.88,0.0,0.17,N,1.0
28.0,100000.0,Mortgage,2.0,Education,A,4000.0,7.49,0.0,0.04,N,0.0
22.0,21600.0,Rent,1.0,Debtconsolidation,D,2000.0,16.89,1.0,0.09,N,3.0
26.0,88000.0,Rent,10.0,Personal,B,10000.0,12.69,0.0,0.11,N,1.0
24.0,56000.0,Rent,2.0,Venture,B,6650.0,12.69,0.0,0.12,N,1.0
21.0,18996.0,Rent,0.0,Debtconsolidation,A,6000.0,7.933392084506691,1.0,0.32,N,0.0
24.0,24000.0,Rent,0.0,Homeimprovement,D,10750.0,15.2,1.0,0.45,Y,3.0
25.0,32000.0,Rent,2.0,Medical,D,8575.0,15.62,1.0,0.27,N,3.0
24.0,105000.0,Rent,2.0,Homeimprovement,C,19000.0,12.29,0.0,0.18,Y,2.0
26.0,84191.0,Mortgage,5.0,Personal,A,9000.0,6.62,0.0,0.11,N,0.0
28.0,56056.0,Rent,3.0,Debtconsolidation,B,5600.0,10.37,0.0,0.1,N,1.0
38.0,140000.0,Mortgage,2.0,Medical,B,8000.0,10.95,0.0,0.06,N,1.0
35.0,53500.0,Mortgage,3.0,Medical,B,10000.0,9.91,0.0,0.19,N,1.0
25.0,70000.0,Rent,6.0,Education,C,8250.0,13.61,1.0,0.12,Y,2.0
21.0,55000.0,Rent,3.0,Education,B,6000.0,10.99,0.0,0.11,N,1.0
25.0,170000.0,Mortgage,9.0,Medical,B,25000.0,10.75,0.0,0.15,N,1.0
29.0,110004.0,Mortgage,13.0,Medical,B,12000.0,10.36,0.0,0.11,N,1.0
23.0,103240.0,Mortgage,0.0,Venture,A,4000.0,7.9178265448359,0.0,0.04,N,0.0
38.0,85900.0,Rent,6.0,Debtconsolidation,B,10000.0,12.53,0.0,0.12,N,1.0
27.0,98000.0,Rent,3.0,Venture,C,5000.0,13.98,0.0,0.05,Y,2.0
32.0,54000.0,Mortgage,16.0,Personal,A,11200.0,6.03,0.0,0.21,N,0.0
22.0,42500.0,Rent,0.0,Education,A,7500.0,7.9,0.0,0.18,N,0.0
27.0,75000.0,Mortgage,4.0,Debtconsolidation,B,6625.0,10.443399411820284,0.0,0.09,N,1.0
22.0,41000.0,Rent,2.0,Debtconsolidation,B,11000.0,12.18,0.0,0.27,N,1.0
34.0,50004.0,Rent,5.0,Venture,B,8500.0,9.45,0.0,0.17,N,1.0
26.0,35960.0,Rent,10.0,Medical,B,8400.0,11.49,0.0,0.23,N,1.0
27.0,15600.0,Rent,11.0,Medical,B,2800.0,10.65,1.0,0.18,N,1.0
24.0,168000.0,Mortgage,0.0,Personal,E,25000.0,16.45,1.0,0.15,N,4.0
30.0,34000.0,Rent,1.0,Venture,C,7500.0,12.955352431592726,1.0,0.22,N,2.0
41.0,33150.0,Rent,5.0,Education,C,11500.0,12.98,1.0,0.35,N,2.0
31.0,45000.0,Mortgage,16.0,Venture,B,6000.0,10.99,0.0,0.13,N,1.0
30.0,69000.0,Rent,4.0,Medical,C,3600.0,13.99,0.0,0.05,N,2.0
39.0,40800.0,Own,0.0,Homeimprovement,A,3500.0,8.59,0.0,0.09,N,0.0
29.0,80000.0,Rent,13.0,Medical,C,15000.0,13.72,0.0,0.19,Y,2.0
28.0,46739.0,Rent,0.0,Medical,C,11200.0,13.48,0.0,0.24,N,2.0
22.0,29000.0,Rent,5.0,Education,D,4000.0,15.33,1.0,0.14,Y,3.0
28.0,150000.0,Mortgage,12.0,Education,C,10000.0,12.974809356181215,0.0,0.07,Y,2.0
31.0,72000.0,Rent,6.0,Debtconsolidation,B,21000.0,11.99,1.0,0.29,N,1.0
24.0,79000.0,Rent,3.0,Personal,C,7000.0,12.54,0.0,0.09,N,2.0
24.0,68298.0,Rent,3.0,Venture,A,11500.0,7.9761973186013675,0.0,0.17,N,0.0
27.0,46000.0,Rent,1.0,Venture,A,10000.0,9.32,0.0,0.22,N,0.0
23.0,110000.0,Rent,7.0,Education,B,15000.0,12.18,0.0,0.14,N,1.0
22.0,40000.0,Rent,0.0,Venture,A,6000.0,7.66,0.0,0.15,N,0.0
25.0,43000.0,Mortgage,5.0,Debtconsolidation,A,10000.0,7.88,0.0,0.23,N,0.0
23.0,45000.0,Mortgage,6.0,Medical,B,5600.0,11.71,0.0,0.12,N,1.0
22.0,42000.0,Rent,2.0,Debtconsolidation,B,4500.0,11.49,0.0,0.11,N,1.0
30.0,28800.0,Rent,1.0,Debtconsolidation,C,8000.0,12.73,0.0,0.28,N,2.0
23.0,18000.0,Rent,5.0,Personal,B,4000.0,10.99,1.0,0.22,N,1.0
25.0,45000.0,Rent,1.0,Education,C,8000.0,13.47,0.0,0.18,N,2.0
35.0,100000.0,Own,9.0,Venture,A,10000.0,8.59,0.0,0.1,N,0.0
27.0,28000.0,Rent,8.0,Medical,A,12000.0,7.51,1.0,0.43,N,0.0
26.0,75000.0,Mortgage,2.0,Venture,A,4000.0,5.79,0.0,0.05,N,0.0
23.0,78000.0,Rent,0.0,Medical,B,6000.0,9.99,0.0,0.08,N,1.0
30.0,228000.0,Mortgage,9.0,Venture,D,12800.0,15.33,0.0,0.06,N,3.0
47.0,85000.0,Mortgage,5.0,Debtconsolidation,A,5500.0,6.76,0.0,0.06,N,0.0
27.0,106000.0,Own,3.0,Personal,D,16000.0,14.96,0.0,0.15,Y,3.0
29.0,180000.0,Mortgage,2.0,Personal,E,31000.0,19.42,0.0,0.17,Y,4.0
30.0,60000.0,Mortgage,13.0,Debtconsolidation,B,15000.0,10.74,0.0,0.25,N,1.0
29.0,52000.0,Rent,11.0,Personal,B,4500.0,9.91,0.0,0.09,N,1.0
23.0,73426.0,Mortgage,0.0,Education,C,7500.0,12.955352431592726,0.0,0.1,N,2.0
33.0,80000.0,Mortgage,9.0,Venture,B,6000.0,11.11,0.0,0.07,N,1.0
27.0,48000.0,Rent,2.0,Homeimprovement,A,4000.0,6.03,1.0,0.08,N,0.0
25.0,100000.0,Mortgage,9.0,Medical,C,15000.0,12.73,0.0,0.15,Y,2.0
25.0,145000.0,Mortgage,3.0,Debtconsolidation,B,25000.0,11.36,0.0,0.17,N,1.0
31.0,72000.0,Mortgage,7.0,Venture,A,5000.0,6.92,0.0,0.07,N,0.0
31.0,42000.0,Own,0.0,Homeimprovement,B,7200.0,9.99,0.0,0.17,N,1.0
22.0,30000.0,Rent,4.0,Education,B,10000.0,11.86,1.0,0.33,N,1.0
29.0,48000.0,Rent,9.0,Debtconsolidation,C,5600.0,15.96,0.0,0.12,Y,2.0
32.0,32000.0,Rent,1.0,Venture,E,2600.0,17.927503051732224,1.0,0.08,N,4.0
25.0,55000.0,Rent,3.0,Homeimprovement,B,6000.0,10.43853518067316,0.0,0.11,N,1.0
24.0,105000.0,Rent,5.0,Homeimprovement,C,4800.0,12.934338953037155,0.0,0.05,Y,2.0
24.0,52728.0,Rent,4.0,Education,A,5000.0,7.74,0.0,0.09,N,0.0
30.0,65000.0,Rent,14.0,Personal,C,11475.0,13.72,0.0,0.18,N,2.0
32.0,54000.0,Mortgage,0.0,Debtconsolidation,A,5000.0,5.79,0.0,0.09,N,0.0
29.0,72000.0,Mortgage,6.0,Education,A,10800.0,6.99,0.0,0.15,N,0.0
25.0,28000.0,Rent,6.0,Venture,A,4000.0,6.39,0.0,0.14,N,0.0
28.0,75000.0,Mortgage,11.0,Personal,A,3000.0,7.9,1.0,0.04,N,0.0
30.0,58000.0,Rent,3.0,Personal,C,20000.0,14.72,1.0,0.34,N,2.0
21.0,29664.0,Mortgage,5.0,Debtconsolidation,C,5000.0,13.57,1.0,0.17,Y,2.0
31.0,31500.0,Rent,2.0,Venture,B,3500.0,11.49,0.0,0.11,N,1.0
24.0,30000.0,Rent,1.0,Venture,C,9500.0,13.92,1.0,0.32,N,2.0
23.0,38400.0,Rent,7.0,Debtconsolidation,C,3600.0,13.61,0.0,0.09,N,2.0
24.0,50000.0,Rent,4.0,Venture,A,18000.0,7.9,1.0,0.36,N,0.0
22.0,37000.0,Rent,0.0,Education,A,8000.0,8.94,0.0,0.22,N,0.0
31.0,60000.0,Mortgage,4.0,Debtconsolidation,C,1500.0,12.99,0.0,0.03,N,2.0
26.0,62690.0,Mortgage,7.0,Medical,B,4400.0,10.426082748936528,0.0,0.07,N,1.0
24.0,49500.0,Rent,9.0,Education,D,6000.0,16.07,0.0,0.12,Y,3.0
28.0,48000.0,Rent,2.0,Venture,B,4600.0,11.86,0.0,0.1,N,1.0
30.0,38000.0,Own,14.0,Medical,B,12600.0,10.489901461586772,0.0,0.33,N,1.0
42.0,101000.0,Mortgage,6.0,Debtconsolidation,F,25000.0,16.15,1.0,0.25,Y,5.0
21.0,68000.0,Rent,3.0,Medical,C,3000.0,11.78,0.0,0.04,Y,2.0
24.0,87700.0,Mortgage,8.0,Homeimprovement,B,25000.0,10.25,0.0,0.29,N,1.0
23.0,50000.0,Rent,0.0,Medical,C,5600.0,11.03,0.0,0.11,Y,2.0
35.0,762000.0,Own,8.0,Medical,A,10000.0,8.94,0.0,0.01,N,0.0
30.0,56604.0,Mortgage,3.0,Venture,D,3000.0,17.58,0.0,0.05,N,3.0
30.0,150000.0,Mortgage,2.0,Homeimprovement,D,12000.0,11.86,0.0,0.08,Y,3.0
23.0,66000.0,Rent,0.0,Medical,B,9200.0,11.86,0.0,0.14,N,1.0
22.0,26000.0,Rent,6.0,Personal,B,5000.0,11.99,0.0,0.19,N,1.0
22.0,86400.0,Mortgage,6.0,Personal,C,24000.0,13.85,0.0,0.28,N,2.0
31.0,56400.0,Rent,1.0,Venture,B,7500.0,11.48,0.0,0.13,N,1.0
26.0,39996.0,Rent,10.0,Medical,C,15000.0,13.06,1.0,0.38,Y,2.0
32.0,140000.0,Mortgage,5.0,Homeimprovement,B,20000.0,11.12,0.0,0.14,N,1.0
35.0,37000.0,Own,1.0,Education,A,4650.0,6.62,0.0,0.13,N,0.0
22.0,91000.0,Rent,6.0,Personal,A,8000.0,6.92,0.0,0.09,N,0.0
26.0,39200.0,Mortgage,2.0,Medical,D,4000.0,15.05,1.0,0.1,N,3.0
27.0,120000.0,Mortgage,11.0,Education,B,20000.0,10.65,0.0,0.17,N,1.0
27.0,52000.0,Rent,3.0,Personal,B,12250.0,11.36,0.0,0.24,N,1.0
24.0,18000.0,Rent,3.0,Medical,D,5400.0,15.99,1.0,0.3,Y,3.0
23.0,130000.0,Rent,4.0,Education,D,25000.0,16.02,0.0,0.19,Y,3.0
25.0,125000.0,Own,4.0,Venture,A,12000.0,7.88,0.0,0.1,N,0.0
29.0,174996.0,Mortgage,8.0,Education,D,25000.0,15.28,0.0,0.14,Y,3.0
29.0,42000.0,Rent,13.0,Personal,C,9000.0,13.06,0.0,0.21,N,2.0
42.0,105000.0,Mortgage,18.0,Education,C,2400.0,13.06,0.0,0.02,Y,2.0
23.0,39996.0,Mortgage,5.0,Education,A,10000.0,7.51,0.0,0.25,N,0.0
24.0,103000.0,Own,8.0,Education,D,24000.0,16.77,0.0,0.23,N,3.0
27.0,64000.0,Rent,0.0,Personal,C,10000.0,15.27,0.0,0.16,Y,2.0
26.0,44000.0,Mortgage,0.0,Homeimprovement,A,8475.0,6.91,0.0,0.19,N,0.0
25.0,93000.0,Mortgage,3.0,Debtconsolidation,C,2000.0,15.23,0.0,0.02,N,2.0
29.0,50000.0,Own,6.0,Medical,A,4000.0,5.42,0.0,0.08,N,0.0
34.0,90000.0,Mortgage,5.0,Personal,B,24250.0,10.62,0.0,0.27,N,1.0
27.0,96000.0,Rent,0.0,Debtconsolidation,B,4375.0,8.88,0.0,0.05,N,1.0
26.0,80400.0,Rent,6.0,Medical,B,7000.0,10.65,0.0,0.09,N,1.0
23.0,70000.0,Mortgage,7.0,Debtconsolidation,A,4400.0,6.76,0.0,0.06,N,0.0
28.0,20000.0,Mortgage,0.0,Homeimprovement,A,5000.0,8.59,0.0,0.25,N,0.0
35.0,15000.0,Own,3.0,Homeimprovement,A,3700.0,9.32,1.0,0.25,N,0.0
28.0,22884.0,Rent,4.0,Debtconsolidation,B,4800.0,10.38,0.0,0.21,N,1.0
24.0,38244.0,Rent,6.0,Personal,A,10000.0,7.88,0.0,0.26,N,0.0
28.0,48000.0,Mortgage,1.0,Education,A,10000.0,6.92,0.0,0.21,N,0.0
29.0,60000.0,Rent,4.0,Debtconsolidation,A,10000.0,8.59,0.0,0.17,N,0.0
27.0,19200.0,Rent,4.0,Personal,A,1500.0,7.14,0.0,0.08,N,0.0
23.0,19200.0,Rent,3.0,Venture,C,3000.0,12.99,1.0,0.16,Y,2.0
25.0,44000.0,Mortgage,6.0,Homeimprovement,A,7000.0,6.03,0.0,0.16,N,0.0
31.0,25000.0,Rent,0.0,Medical,A,13000.0,8.9,1.0,0.52,N,0.0
22.0,29361.0,Rent,4.0,Homeimprovement,B,6450.0,10.44203742709909,1.0,0.22,N,1.0
24.0,62000.0,Mortgage,7.0,Personal,A,6200.0,7.93494863847377,0.0,0.1,N,0.0
29.0,47500.0,Rent,0.0,Personal,A,12000.0,8.94,0.0,0.25,N,0.0
25.0,46500.0,Rent,5.0,Education,A,9500.0,6.76,0.0,0.2,N,0.0
24.0,60000.0,Rent,8.0,Education,A,7000.0,7.51,1.0,0.12,N,0.0
22.0,40000.0,Mortgage,6.0,Venture,A,4750.0,7.923663622212446,0.0,0.12,N,0.0
31.0,40000.0,Rent,4.0,Education,A,7200.0,9.63,0.0,0.18,N,0.0
52.0,720000.0,Mortgage,1.0,Personal,A,7925.0,8.94,0.0,0.01,N,0.0
67.0,200000.0,Mortgage,2.0,Personal,C,3000.0,10.28,0.0,0.01,N,2.0
25.0,59000.0,Mortgage,9.0,Debtconsolidation,A,5000.0,6.03,1.0,0.08,N,0.0
30.0,75000.0,Own,14.0,Venture,C,10000.0,14.27,0.0,0.13,Y,2.0
24.0,36708.0,Rent,2.0,Homeimprovement,D,3000.0,15.33,1.0,0.08,Y,3.0
25.0,40000.0,Rent,6.0,Venture,B,5500.0,10.434643795755463,0.0,0.14,N,1.0
24.0,52800.0,Mortgage,8.0,Debtconsolidation,A,3600.0,7.9,0.0,0.07,N,0.0
30.0,70000.0,Mortgage,14.0,Medical,A,6000.0,7.933392084506691,0.0,0.09,N,0.0
30.0,16500.0,Rent,0.0,Venture,C,4000.0,14.22,1.0,0.24,Y,2.0
24.0,65000.0,Mortgage,0.0,Medical,B,8000.0,10.99,0.0,0.12,N,1.0
21.0,90200.0,Rent,2.0,Personal,C,19125.0,13.92,0.0,0.21,N,2.0
21.0,34500.0,Rent,5.0,Education,A,10500.0,8.49,1.0,0.3,N,0.0
41.0,138550.0,Mortgage,8.0,Medical,D,23000.0,14.96,1.0,0.14,N,3.0
25.0,43200.0,Mortgage,6.0,Education,C,3600.0,14.79,0.0,0.08,Y,2.0
25.0,49000.0,Rent,8.0,Education,C,6000.0,12.94367827683963,0.0,0.12,Y,2.0
25.0,80000.0,Mortgage,9.0,Venture,D,14000.0,15.62,0.0,0.17,Y,3.0
26.0,74000.0,Mortgage,0.0,Debtconsolidation,E,16800.0,16.4,1.0,0.23,Y,4.0
26.0,68000.0,Mortgage,10.0,Education,A,6500.0,7.937283469424389,0.0,0.1,N,0.0
31.0,65000.0,Mortgage,15.0,Venture,B,30000.0,12.69,0.0,0.46,N,1.0
25.0,34000.0,Rent,0.0,Venture,A,6650.0,8.9,0.0,0.2,N,0.0
30.0,67642.0,Mortgage,5.0,Personal,B,17000.0,11.58,0.0,0.25,N,1.0
41.0,65000.0,Rent,3.0,Education,C,10000.0,12.974809356181215,0.0,0.15,N,2.0
34.0,111280.0,Rent,3.0,Homeimprovement,B,6000.0,9.99,0.0,0.05,N,1.0
29.0,21996.0,Rent,6.0,Debtconsolidation,D,8500.0,14.11,1.0,0.39,Y,3.0
23.0,53000.0,Mortgage,6.0,Debtconsolidation,B,6000.0,10.65,1.0,0.11,N,1.0
23.0,28800.0,Rent,2.0,Venture,C,5000.0,13.11,0.0,0.17,N,2.0
23.0,19200.0,Mortgage,7.0,Medical,A,3000.0,7.910043775000504,1.0,0.16,N,0.0
28.0,50000.0,Own,3.0,Homeimprovement,D,8500.0,14.83,0.0,0.17,Y,3.0
23.0,39996.0,Rent,6.0,Medical,B,12000.0,9.63,0.0,0.3,N,1.0
24.0,101400.0,Mortgage,8.0,Personal,A,9900.0,8.0,0.0,0.1,N,0.0
33.0,72000.0,Rent,3.0,Medical,B,12000.0,11.99,0.0,0.17,N,1.0
22.0,70000.0,Own,6.0,Medical,B,12000.0,12.53,0.0,0.17,N,1.0
28.0,56000.0,Mortgage,4.0,Debtconsolidation,A,15000.0,7.49,0.0,0.27,N,0.0
35.0,94500.0,Mortgage,0.0,Medical,A,12000.0,6.62,0.0,0.13,N,0.0
28.0,28800.0,Rent,1.0,Venture,B,12250.0,10.59,1.0,0.43,N,1.0
27.0,84000.0,Mortgage,3.0,Debtconsolidation,A,7000.0,7.29,0.0,0.08,N,0.0
31.0,46500.0,Mortgage,2.0,Debtconsolidation,A,6250.0,5.79,0.0,0.13,N,0.0
27.0,71738.0,Mortgage,4.0,Education,B,11500.0,9.63,0.0,0.16,N,1.0
23.0,99000.0,Mortgage,8.0,Education,A,1800.0,7.88,0.0,0.02,N,0.0
25.0,135000.0,Rent,9.0,Venture,B,8000.0,10.454100720343952,0.0,0.06,N,1.0
22.0,57800.0,Rent,6.0,Debtconsolidation,C,11200.0,13.16,1.0,0.19,N,2.0
27.0,90000.0,Mortgage,4.0,Homeimprovement,B,20000.0,12.42,0.0,0.22,N,1.0
33.0,74400.0,Rent,7.0,Education,B,3000.0,11.83,1.0,0.04,N,1.0
24.0,40000.0,Rent,7.0,Personal,C,3000.0,12.920329967333444,0.0,0.07,Y,2.0
33.0,103560.0,Rent,5.0,Education,E,14000.0,17.56,0.0,0.14,N,4.0
38.0,24000.0,Rent,3.0,Medical,C,3000.0,12.920329967333444,0.0,0.13,Y,2.0
21.0,21600.0,Mortgage,6.0,Personal,A,7575.0,7.945649946997439,0.0,0.35,N,0.0
23.0,54000.0,Rent,7.0,Education,D,2500.0,16.32,0.0,0.05,Y,3.0
23.0,35292.0,Mortgage,7.0,Education,A,2100.0,7.51,0.0,0.06,N,0.0
33.0,57000.0,Mortgage,4.0,Debtconsolidation,A,13000.0,7.88,0.0,0.23,N,0.0
26.0,60000.0,Rent,0.0,Venture,B,9000.0,10.59,0.0,0.15,N,1.0
24.0,46000.0,Mortgage,8.0,Medical,A,2000.0,7.66,0.0,0.04,N,0.0
36.0,49074.0,Mortgage,3.0,Debtconsolidation,E,8000.0,15.68,1.0,0.16,Y,4.0
25.0,60000.0,Rent,9.0,Medical,B,7000.0,10.36,0.0,0.12,N,1.0
24.0,69764.0,Rent,2.0,Venture,D,1500.0,14.42,1.0,0.02,Y,3.0
23.0,38400.0,Rent,7.0,Education,A,15000.0,6.17,1.0,0.39,N,0.0
24.0,26650.0,Mortgage,6.0,Medical,B,1000.0,12.53,0.0,0.04,N,1.0
30.0,55000.0,Mortgage,4.0,Debtconsolidation,A,12000.0,5.79,0.0,0.22,N,0.0
25.0,66000.0,Rent,9.0,Education,B,18000.0,10.25,0.0,0.27,N,1.0
28.0,71000.0,Mortgage,1.0,Personal,B,20000.0,10.547493958368701,0.0,0.28,N,1.0
22.0,75600.0,Mortgage,3.0,Education,A,10000.0,7.964523163848274,0.0,0.13,N,0.0
22.0,38272.0,Own,6.0,Medical,B,4800.0,9.99,0.0,0.13,N,1.0
24.0,50000.0,Rent,1.0,Debtconsolidation,A,10000.0,7.51,0.0,0.2,N,0.0
27.0,86095.0,Rent,5.0,Homeimprovement,C,4000.0,13.99,0.0,0.05,N,2.0
26.0,37000.0,Rent,0.0,Personal,B,14000.0,9.88,1.0,0.38,N,1.0
24.0,80000.0,Mortgage,2.0,Personal,A,20000.0,6.54,0.0,0.25,N,0.0
30.0,35000.0,Rent,5.0,Personal,B,1000.0,10.36,0.0,0.03,N,1.0
